Name,Genre,Year,Score,Director,Actor,Country,Duration,Link,ImageLink,Description
Super 8,Mystery,2011,7,J.J. Abrams,Elle Fanning,United States,112,https://www.imdb.com/title/tt1650062/,https://imdb-api.com/images/original/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@._V1_Ratio0.6751_AL_.jpg,"SPOILER: In the summer of 1979, a group of friends in a small Ohio town witness a catastrophic train crash while making a super 8 movie and soon suspect that it was not an accident. Shortly after, unusual disappearances and inexplicable events begin to take place in town, and the local Deputy tries to uncover the truth - something more terrifying than any of them could have imagined."
Limitless,Sci-Fi,2011,7.4,Neil Burger,Bradley Cooper,United States,105,https://www.imdb.com/title/tt1219289/,https://imdb-api.com/images/original/MV5BYmViZGM0MGItZTdiYi00ZDU4LWIxNDYtNTc1NWQ5Njc2N2YwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_Ratio0.6751_AL_.jpg,"An action-thriller about a writer who takes an experimental drug that allows him to use 100% of his mind. As one man evolves into the perfect version of himself, forces more corrupt than he can imagine mark him for assassination. Out-of-work writer Eddie Morra's (Cooper) rejection by girlfriend Lindy (Abbie Cornish) confirms his belief that he has zero future. That all vanishes the day an old friend introduces Eddie to NZT, a designer pharmaceutical that makes him laser-focused and more confident than any man alive. Now on an NZT-fueled odyssey, everything Eddie's read, heard or seen is instantly organized and available to him. As the former nobody rises to the top of the financial world, he draws the attention of business mogul Carl Van Loon (De Niro), who sees this enhanced version of Eddie as the tool to make billions, but brutal side effects jeopardize his meteoric ascent. With a dwindling stash and hit men who will eliminate him to get the NZT, Eddie must stay wired long enough to elude capture and fulfill his destiny. If he can't, he will become just another victim who thought he'd found invincibility in a bottle."
Melancholia,Drama,2011,7.2,Lars von Trier,Kirsten Dunst,Denmark,135,https://www.imdb.com/title/tt1527186/,https://imdb-api.com/images/original/MV5BMTk4NjM0MjI3MV5BMl5BanBnXkFtZTcwNjcxMDYzNg@@._V1_Ratio0.6751_AL_.jpg,"On the night of her wedding, Justine (Kirsten Dunst) is struggling to be happy even though it should be the happiest day of her life. It was an extravagant wedding paid for by her sister and brother-in-law who are trying to keep the bride and all the guests in line. Meanwhile, Melancholia, a blue planet, is hurtling towards the Earth. Claire (Charlotte Gainsbourg), Justine's sister, is struggling to maintain composure with fear of the impending disaster."
The Skin I Live In,Drama,2011,7.6,Pedro Almodovar,Antonio Banderas,Spain,120,https://www.imdb.com/title/tt1189073/,https://imdb-api.com/images/original/MV5BMjMwOTYyNDY4NV5BMl5BanBnXkFtZTcwNDI1ODk0Ng@@._V1_Ratio0.6751_AL_.jpg,"In honor of his late wife who died in a flaming car accident, scientist, Dr. Robert Ledgard, is trying to synthesize the perfect skin which can withstand burns, cuts or any other kind of damage. As he gets closer to perfecting this skin on his flawless patient, the scientific community starts growing skeptical and his past is revealed that shows how his patient is closely linked to tragic events he would like to forget."
Dallas Buyers Club,Biography,2013,8,Jean-Marc Vallee,Matthew McConaughey,United States,117,https://www.imdb.com/title/tt0790636/,https://imdb-api.com/images/original/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_Ratio0.6751_AL_.jpg,"Dallas 1985. Electrician and sometimes rodeo bull rider Ron Woodroof lives hard, which includes heavy smoking, drinking, drug use (primarily cocaine) and casual sex. He is racist and homophobic. While in the hospital on a work related injury, the doctors discover and inform him that he is HIV+, and that he will most-likely die within thirty days. Ron is initially in angry denial that he would have a disease that only 'faggots' have, but upon quick reflection comes to the realization that the diagnosis is probably true. He begins to read whatever research is available about the disease, which at this time seems to be most effectively treated by the drug AZT. AZT, however, is only in the clinical trials stage within the US. Incredulous that he, as a dying man, cannot pay for any drug which may save or at least prolong his life, he goes searching for it by whatever means possible. It eventually leads him to Mexico and a 'Dr.' Vass, an American physician whose license was revoked in the US because of his AIDS related work against US regulations. Dr. Vass leads Ron to a cocktail of other drugs, some vitamins, he believes are more effective in treating the symptoms, since the virus, as Ron learns, will always be in the system of those who have been exposed to it. Ron begins to smuggle these drugs not approved by the FDA into the US, not only for his own use but for sale to other HIV+ persons. In this venture, he goes into an unlikely partnership with a HIV+ transgender woman named Rayon, who he met in the hospital and who has greater contact with AIDS patients through the gay community. As they try to work both above ground to get the meds to those that need them and underground to avoid detection by especially the FDA, Ron comes up with an idea to circumvent the fact of selling the drugs - which are not considered drugs yet since they are not FDA approved - directly to the HIV+ population, which then should should not be against the law. Richard Barkley and Dr. Sevard, the FDA's lead man on the file and one of Ron's doctors respectively, the latter who sees clinical trials as the only way to determine the efficacy of drugs despite the fact that Ron and others would have probably died already without these drugs, try to stop Ron and Rayon at every turn. Caught in the middle is Dr. Eve Saks, another of Ron's doctors, who understands why policies are in place, but who can sympathize with Ron, Rayon and others - all her patients, directly or indirectly - in their situation."
Pacific Rim,Action,2013,6.9,Guillermo del Toro,Idris Elba,United States,131,https://www.imdb.com/title/tt1663662/,https://imdb-api.com/images/original/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_Ratio0.6751_AL_.jpg,"When monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes - a washed up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi) - who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse."
Captain Phillips,Adventure,2013,7.8,Paul Greengrass,Tom Hanks,United States,134,https://www.imdb.com/title/tt1535109/,https://imdb-api.com/images/original/MV5BODhiZWRhMjctNDUyMS00NmUwLTgwYmItMjJhOWNkZWQ3ZTQxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_Ratio0.6751_AL_.jpg,"Captain Phillips is a multi-layered examination of the 2009 hijacking of the U.S. container ship Maersk Alabama by a crew of Somali pirates. It is - through director Paul Greengrass's distinctive lens - simultaneously a pulse-pounding thriller, and a complex portrait of the myriad effects of globalization. The film focuses on the relationship between the Alabama's commanding officer, Captain Richard Phillips (two time Academy Award-winner Tom Hanks), and the Somali pirate captain, Muse (Barkhad Abdi), who takes him hostage. Phillips and Muse are set on an unstoppable collision course when Muse and his crew target Phillips' unarmed ship; in the ensuing standoff, 145 miles off the Somali coast, both men will find themselves at the mercy of forces beyond their control."
Annabelle,Horror,2014,5.4,John R. Leonetti,Ward Horton,United States,99,https://www.imdb.com/title/tt3322940/,https://imdb-api.com/images/original/MV5BOTQwZmQyYzEtODk5ZC00OTY3LWExMjAtYzRjNWFhNGM3MzBlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_Ratio0.6751_AL_.jpg,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle."
Boyhood,Drama,2014,7.9,Richard Linklater,Ellar Coltrane,United States,165,https://www.imdb.com/title/tt1065073/,https://imdb-api.com/images/original/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_Ratio0.6751_AL_.jpg,"Filmed over 12 years with the same cast, Richard Linklater's BOYHOOD is a groundbreaking story of growing up as seen through the eyes of a child named Mason (a breakthrough performance by Ellar Coltrane), who literally grows up on screen before our eyes. Starring Ethan Hawke and Patricia Arquette as Mason's parents and newcomer Lorelei Linklater as his sister Samantha, BOYHOOD charts the rocky terrain of childhood like no other film has before. Snapshots of adolescence from road trips and family dinners to birthdays and graduations and all the moments in between become transcendent, set to a soundtrack spanning the years from Coldplay's Yellow to Arcade Fire's Deep Blue. BOYHOOD is both a nostalgic time capsule of the recent past and an ode to growing up and parenting."
The Other Woman,Comedy,2014,6,Nick Cassavetes,Cameron Diaz,United States,109,https://www.imdb.com/title/tt2203939/,https://imdb-api.com/images/original/MV5BMTc0ODE4ODY1OF5BMl5BanBnXkFtZTgwMDA5NjkzMTE@._V1_Ratio0.6751_AL_.jpg,"After discovering her boyfriend is married, Carly Whitten tries to get her ruined life back on track. But when she accidentally meets the wife he's been cheating on, she realizes they have much in common, and her sworn enemy becomes her greatest friend. When yet another affair is discovered, all three women team up to plot mutual revenge on their cheating, lying, three-timing SOB."
Wild,Adventure,2014,7.1,Jean-Marc Vallee,Reese Witherspoon,United States,115,https://www.imdb.com/title/tt2305051/,https://imdb-api.com/images/original/MV5BMGMzZmYzYmUtNTJiYi00MjZjLTkyZmMtZGJhYWRlMDBkMDIyXkEyXkFqcGdeQXVyNjA5MDIyMzU@._V1_Ratio0.6751_AL_.jpg,"With the dissolution of her marriage and the death of her mother, Cheryl Strayed has lost all hope. After years of reckless, destructive behavior, she makes a rash decision. With absolutely no experience, driven only by sheer determination, Cheryl hikes more than a thousand miles of the Pacific Crest Trail, alone. Wild powerfully captures the terrors and pleasures of one young woman forging ahead against all odds on a journey that maddens, strengthen, and ultimately heals her."
Secret in Their Eyes,Crime,2015,6.3,Billy Ray,Chiwetel Ejiofor,United States,111,https://www.imdb.com/title/tt1741273/,https://imdb-api.com/images/original/MV5BMjE0ODU1NDE0Ml5BMl5BanBnXkFtZTgwNzc4Njc3NjE@._V1_Ratio0.6751_AL_.jpg,"2002: Ray Kasten (Chiwetel Ejiofor) and Jess Cobb (Julia Roberts) are two investigators in a private police unit led by the DA. When they receive an anonymous tip about a girl raped and killed, they rush to the scene. Ray realizes it is Jess' daughter and the team falls apart due to the grief. In 2015, Ray comes back to LA, and says that after 13 years, he has found a lead and convinces the DA to reopen the case. They find clues and leads unknown to them, and secrets from the past come to light as they start discovering the real, chilling truth. Meanwhile, Jess, dissatisfied with the law, decides to take matters into her own hands and track down the killer, no matter what lengths she has to go to."
Child 44,Crime,2015,6.5,Daniel Espinosa,Tom Hardy,Czech Republic,137,https://www.imdb.com/title/tt1014763/,https://imdb-api.com/images/original/MV5BMTk1NTkxOTc5Nl5BMl5BanBnXkFtZTgwODI0NTg0NDE@._V1_Ratio0.6751_AL_.jpg,"Based on the first of a trilogy by Tom Rob Smith and set in the Stalin era of the Soviet Union. The plot is about an idealistic pro-Stalin security officer who decides to investigate a series of child murders in a country where supposedly this sort of crime doesn't exist. The state would not hear of the existence of a child murderer let alone a serial killer. He gets demoted and exiled but decides, with just the help of his wife, to continue pursuing the case."
A Man Called Ove,Comedy,2015,7.7,Hannes Holm,Rolf Lassgard,Sweden,116,https://www.imdb.com/title/tt4080728/,https://imdb-api.com/images/original/MV5BMjE0NDUyOTc2MV5BMl5BanBnXkFtZTgwODk2NzU3OTE@._V1_Ratio0.6751_AL_.jpg,"59 year old Ove is the block's grumpy man who several years earlier was deposed as president of the condominium association, but he could not give a damn about being deposed and therefore keeps looking over the neighborhood with an iron fist. When pregnant Parvaneh and her family moves into the terraced house opposite and accidentally backs into Ove's mailbox it turns out to be an unexpected friendship. A drama comedy about unexpected friendship, love and the importance of surrounding yourself with the proper tools."
Poltergeist,Horror,2015,4.9,Gil Kenan,Sam Rockwell,United States,93,https://www.imdb.com/title/tt1029360/,https://imdb-api.com/images/original/MV5BMjI2NDM1Nzc3Ml5BMl5BanBnXkFtZTgwNjcyOTIxNTE@._V1_Ratio0.6751_AL_.jpg,"Legendary filmmaker Sam Raimi and director Gil Kenan reimagine and contemporize the classic tale about a family whose suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her."
Darkest Hour,Biography,2017,7.4,Joe Wright,Gary Oldman,United Kingdom,125,https://www.imdb.com/title/tt4555426/,https://imdb-api.com/images/original/MV5BNTU4MjMwOTgyMV5BMl5BanBnXkFtZTgwODQzNjY2NDM@._V1_Ratio0.6751_AL_.jpg,"During World War II, as Adolf Hitler's powerful Wehrmacht rampages across Europe, the Prime Minister of the United Kingdom, Neville Chamberlain, is forced to resign, recommending Winston Churchill as his replacement. But even in his early days as the country's leader, Churchill is under pressure to commence peace negotiations with Hitler or to fight head-on the seemingly invincible Nazi regime, whatever the cost. However difficult and dangerous his decision may be, Churchill has no choice but to shine in the country's darkest hour."
It,Horror,2017,7.3,Andy Muschietti,Bill Skarsgard,United States,135,https://www.imdb.com/title/tt1396484/,https://imdb-api.com/images/original/MV5BZDVkZmI0YzAtNzdjYi00ZjhhLWE1ODEtMWMzMWMzNDA0NmQ4XkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_Ratio0.6751_AL_.jpg,"In the Town of Derry, the local kids are disappearing one by one. In a place known as 'The Barrens', a group of seven kids are united by their horrifying and strange encounters with an evil clown and their determination to kill It."
Spider-Man: Homecoming,Action,2017,7.4,Jon Watts,Tom Holland,United States,133,https://www.imdb.com/title/tt2250912/,https://imdb-api.com/images/original/MV5BNTk4ODQ1MzgzNl5BMl5BanBnXkFtZTgwMTMyMzM4MTI@._V1_Ratio0.6751_AL_.jpg,"A young Peter Parker/Spider-Man begins to navigate his newfound identity as the web-slinging super hero Spider-Man. Thrilled by his experience with the Avengers, Peter returns home, where he lives with his Aunt May, under the watchful eye of his new mentor Tony Stark. Peter tries to fall back into his normal daily routine - distracted by thoughts of proving himself to be more than just your friendly neighborhood Spider-Man - but when the Vulture emerges as a new villain, everything that Peter holds most important will be threatened."
The Greatest Showman,Biography,2017,7.6,Michael Gracey,Hugh Jackman,United States,105,https://www.imdb.com/title/tt1485796/,https://imdb-api.com/images/original/MV5BMjI1NDYzNzY2Ml5BMl5BanBnXkFtZTgwODQwODczNTM@._V1_Ratio0.6751_AL_.jpg,"Orphaned, penniless, but ambitious and with a mind crammed with imagination and fresh ideas, the American entertainer, Phineas Taylor Barnum, will always be remembered as the man with the gift to blur the line between reality and fiction. Thirsty for innovation and hungry for success, the son of a tailor manages to open a wax museum; however, he soon shifts focus to the unique and the peculiar, introducing extraordinary, never-seen-before live acts on the circus stage. Now, some people call Barnum's rich collection of oddities, an outright freak show; but, when Phineas, obsessed for cheers and respectability, gambles everything on the opera singer, Jenny Lind, to appeal to a high-brow audience, he will lose sight of the most crucial aspect of his life: his family. Will Barnum, the greatest showman, risk it all to be accepted?"
Call Me by Your Name,Romance,2017,7.9,Luca Guadagnino,Armie Hammer,Italy,132,https://www.imdb.com/title/tt5726616/,https://imdb-api.com/images/original/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_Ratio0.6751_AL_.jpg,"CALL ME BY YOUR NAME, the new film by Luca Guadagnino, is a sensual and transcendent tale of first love, based on the acclaimed novel by Andre Aciman. It's the summer of 1983 in the north of Italy, and Elio Perlman (Timothee Chalamet), a precocious 17-year-old young man, spends his days in his family's 17th-century villa transcribing and playing classical music, reading, and flirting with his friend Marzia (Esther Garrel). Elio enjoys a close relationship with his father (Michael Stuhlbarg), an eminent professor specializing in Greco-Roman culture, and his mother Annella (Amira Casar), a translator, who favor him with the fruits of high culture in a setting that overflows with natural delights. While Elio's sophistication and intellectual gifts suggest he is already a fully-fledged adult, there is much that yet remains innocent and unformed about him, particularly about matters of the heart. One day, Oliver (Armie Hammer), a 24-year-old American college graduate student working on his doctorate, arrives as the annual summer intern tasked with helping Elio's father. Amid the sun-drenched splendor of the setting, Elio and Oliver discover the heady beauty of awakening desire over the course of a summer that will alter their lives forever."
Get Out,Horror,2017,7.7,Jordan Peele,Daniel Kaluuya,United States,104,https://www.imdb.com/title/tt5052448/,https://imdb-api.com/images/original/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_Ratio0.6751_AL_.jpg,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined."
Coco,Animation,2017,8.4,Lee Unkrich,Anthony Gonzalez,United States,105,https://www.imdb.com/title/tt2380307/,https://imdb-api.com/images/original/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_Ratio0.6751_AL_.jpg,"Despite his family's baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history."
Wonder,Drama,2017,8,Stephen Chbosky,Jacob Tremblay,United States,113,https://www.imdb.com/title/tt2543472/,https://imdb-api.com/images/original/MV5BYjFhOWY0OTgtNDkzMC00YWJkLTk1NGEtYWUxNjhmMmQ5ZjYyXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_Ratio0.6751_AL_.jpg,"Based on the New York Times bestseller, WONDER tells the incredibly inspiring and heartwarming story of August Pullman. Born with facial differences that, up until now, have prevented him from going to a mainstream school, Auggie becomes the most unlikely of heroes when he enters the local fifth grade. As his family, his new classmates, and the larger community all struggle to discover their compassion and acceptance, Auggie's extraordinary journey will unite them all and prove you can't blend in when you were born to stand out."
The Shape of Water,Adventure,2017,7.3,Guillermo del Toro,Sally Hawkins,United States,123,https://www.imdb.com/title/tt5580390/,https://imdb-api.com/images/original/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_Ratio0.6751_AL_.jpg,"From master storyteller Guillermo del Toro comes THE SHAPE OF WATER, an otherworldly fable set against the backdrop of Cold War era America circa 1962. In the hidden high-security government laboratory where she works, lonely Elisa (Sally Hawkins) is trapped in a life of isolation. Elisa's life is changed forever when she and co-worker Zelda (Octavia Spencer) discover a secret classified experiment. Rounding out the cast are Michael Shannon, Richard Jenkins, Michael Stuhlbarg, and Doug Jones."
"Three Billboards Outside Ebbing, Missouri",Drama,2017,8.1,Martin McDonagh,Frances McDormand,United Kingdom,115,https://www.imdb.com/title/tt5027774/,https://imdb-api.com/images/original/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_Ratio0.6751_AL_.jpg,"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI is a darkly comic drama from Academy Award nominee Martin McDonagh (In Bruges). After months have passed without a culprit in her daughter's murder case, Mildred Hayes (Academy Award winner Frances McDormand) makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby (Academy Award nominee Woody Harrelson), the town's revered chief of police. When his second-in-command Officer Dixon (Academy Award winner Sam Rockwell), an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated."
"I, Tonya",Biography,2017,7.5,Craig Gillespie,Margot Robbie,United States,119,https://www.imdb.com/title/tt5580036/,https://imdb-api.com/images/original/MV5BMjI5MDY1NjYzMl5BMl5BanBnXkFtZTgwNjIzNDAxNDM@._V1_Ratio0.6751_AL_.jpg,"From the proverbial wrong side of the tracks in Portland, Oregon, former competitive figure skater Tonya Harding was never fully accepted in the figure skating community for not inherently being the image of grace, breeding and privilege that the community wanted to portray, despite she being naturally gifted in the sport athletically. Despite ultimately garnering some success in figure skating being national champion, a world championship medalist, an Olympian, and being the first American woman to complete a Triple Axel in competition, she is arguably best known for her association to 'the incident': the leg bashing on January 6, 1994 of her competitor, Nancy Kerrigan, who, unlike Tonya, was everything that the figure-skating community wanted in their representatives. Her association to that incident led to Tonya being banned from competitive figure skating for life. Tonya's story from the beginning of her figure-skating life at age four to the aftermath of the incident is presented. Besides Tonya herself, key people in her life give their perspective of their role in her life. Although they may agree on the broad issues at hand, such as that the incident did occur, they may vary widely in their recollection of the details. These people are: her waitress mother Lavona Golden, who despite having paid for her expensive figure-skating lessons, was abusive toward her physically and emotionally, never believing she being good enough in any aspect of the word, and who pulled her from school to focus solely on the figure skating; Diane Rawlinson, her first and longest serving coach, who, for good or bad, largely let Tonya be Tonya in the way she presented herself to the figure skating world; Jeff Gillooly, her first husband, the two who also had a turbulent relationship on a need to be loved perhaps without truly loving the other; Jeff's friend and Tonya's bodyguard Shawn Eckardt, a dim bulb who believed himself to be a bigger player in the big scheme of life than he actually was; and sports journalist Martin Maddox, a fictional character who provides general commentary of what the sports media as a collective wanted out of Tonya and the incident."
Climax,Drama,2018,7,Gaspar Noe,Sofia Boutella,France,97,https://www.imdb.com/title/tt8359848/,https://imdb-api.com/images/original/MV5BMjllYmQ2OGQtN2IxZC00ODJiLWI4NjQtYmNlZjYzNzUzYjkyXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_Ratio0.6751_AL_.jpg,"In the mid 1990's, 20 French urban dancers join together for a three-day rehearsal in a closed-down boarding school located at the heart of a forest to share one last dance. They then make one last party around a large sangria bowl. Quickly, the atmosphere becomes charged and a strange madness will seize them the whole night. If it seems obvious to them that they have been drugged, they neither know by who nor why. And it's soon impossible for them to resist to their neuroses and psychoses, numbed by the hypnotic and the increasing electric rhythm of the music. While some feel in paradise, most of them plunge into hell."
Isle of Dogs,Animation,2018,7.9,Wes Anderson,Bryan Cranston,Germany,101,https://www.imdb.com/title/tt5104604/,https://imdb-api.com/images/original/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_Ratio0.6751_AL_.jpg,"An outbreak of dog flu has spread through the city of Megasaki, Japan, and Mayor Kobayashi has demanded all dogs to be sent to Trash Island. On the island, a young boy named Atari sets out to find his lost dog, Spots, with the help of five other dogs... with many obstacles along the way."
Capernaum,Drama,2018,8.4,Nadine Labaki,Zain Al Rafeea,Lebanon,126,https://www.imdb.com/title/tt8267604/,https://imdb-api.com/images/original/MV5BMmExNzU2ZWMtYzUwYi00YmM2LTkxZTQtNmVhNjY0NTMyMWI2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_Ratio0.6751_AL_.jpg,"Capernaum ('Chaos') tells the story of Zain (Zain al-Rafeea), a Lebanese boy who sues his parents for the 'crime' of giving him life. The film follows Zain as he journeys from gutsy, streetwise child to hardened 12-year-old 'adult' fleeing his negligent parents, surviving through his wits on the streets, where he meets Ethiopian migrant worker Rahil, who provides him with shelter and food, as Zain takes care of her baby son Yonas in return. Zain later gets jailed for committing a violent crime, and finally seeks justice in a courtroom."
Mile 22,Action,2018,6.1,Peter Berg,Mark Wahlberg,United States,94,https://www.imdb.com/title/tt4560436/,https://imdb-api.com/images/original/MV5BNzUyODk4OTkxNF5BMl5BanBnXkFtZTgwMzY0MDgzNTM@._V1_Ratio0.6751_AL_.jpg,"In a visceral modern thriller from the director of Lone Survivor, Mark Wahlberg stars as James Silva, an operative of the CIA's most highly-prized and least-understood unit. Aided by a top-secret tactical command team, Silva must retrieve and transport an asset who holds life-threatening information to Mile 22 for extraction before the enemy closes in."
Mary Queen of Scots,Biography,2018,6.3,Josie Rourke,Saoirse Ronan,United Kingdom,124,https://www.imdb.com/title/tt2328900/,https://imdb-api.com/images/original/MV5BNDVmOGI4MTMtYmNmNC00MTliLTlkYjQtYmU2N2EyNDk2YTAwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_Ratio0.6751_AL_.jpg,"This movie explores the turbulent life of the charismatic Mary Stuart (Saoirse Ronan). Queen of France at sixteen and widowed at eighteen, Mary defies pressure to remarry. Instead, she returns to her native Scotland to reclaim her rightful throne. But England is under the rule of the compelling Elizabeth I (Margot Robbie), who wishes the reduce the perceived threat from Mary. Each young Queen beholds her 'sister' in fear and fascination. Rivals in power and in love, and female rulers in a masculine world, the two must decide how to play the game of marriage versus independence. Determined to rule as much more than a figurehead, Mary asserts her claim to succeed to the English throne, threatening Elizabeth's sovereignty. Betrayal, rebellion, and conspiracies within each court imperil both thrones - and change the course of history."
Joker,Crime,2019,8.4,Todd Phillips,Joaquin Phoenix,United States,122,https://www.imdb.com/title/tt7286456/,https://imdb-api.com/images/original/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_Ratio0.6751_AL_.jpg,"Arthur Fleck works as a clown and is an aspiring stand-up comic. He has mental health issues, part of which involves uncontrollable laughter. Times are tough and, due to his issues and occupation, Arthur has an even worse time than most. Over time these issues bear down on him, shaping his actions, making him ultimately take on the persona he is more known as...Joker."
Parasite,Drama,2019,8.6,Bong Joon Ho,Kang-ho Song,South Korea,132,https://www.imdb.com/title/tt6751668/,https://imdb-api.com/images/original/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_Ratio0.6751_AL_.jpg,"The Kims - mother and father Chung-sook and Ki-taek, and their young adult offspring, son Ki-woo and daughter Ki-jung - are a poor family living in a shabby and cramped half basement apartment in a busy lower working class commercial district of Seoul. Without even knowing it, they, especially Mr. and Mrs. Kim, literally smell of poverty. Often as a collective, they perpetrate minor scams to get by, and even when they have jobs, they do the minimum work required. Ki-woo is the one who has dreams of getting out of poverty by one day going to university. Despite not having that university education, Ki-woo is chosen by his university student friend Min, who is leaving to go to school, to take over his tutoring job to Park Da-hye, who Min plans to date once he returns to Seoul and she herself is in university. The Parks are a wealthy family who for four years have lived in their modernistic house designed by and the former residence of famed architect Namgoong. While Mr. and Mrs. Park are all about status, Mrs. Park has a flighty, simpleminded mentality and temperament, which Min tells Ki-woo to feel comfortable in lying to her about his education to get the job. In getting the job, Ki-woo further learns that Mrs. Park is looking for an art therapist for the Parks' adolescent son, Da-song, Ki-woo quickly recommending his professional art therapist friend 'Jessica', really Ki-jung who he knows can pull off the scam in being the easiest liar of the four Kims. In Ki-woo also falling for Da-hye, he begins to envision himself in that house, and thus the Kims as a collective start a plan for all the Kims, like Ki-jung using assumed names, to replace existing servants in the Parks' employ in orchestrating reasons for them to be fired. The most difficult to get rid of may be Moon-gwang, the Parks' housekeeper who literally came with the house - she Namgoong's housekeeper when he lived there - and thus knows all the little nooks and crannies of it better than the Parks themselves. The question then becomes how far the Kims can take this scam in their quest to become their version of the Parks."
The Irishman,Biography,2019,7.8,Martin Scorsese,Robert De Niro,United States,209,https://www.imdb.com/title/tt1302006/,https://imdb-api.com/images/original/MV5BMGUyM2ZiZmUtMWY0OC00NTQ4LThkOGUtNjY2NjkzMDJiMWMwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_Ratio0.6751_AL_.jpg,"Frank 'The Irishman' Sheeran is a man with a lot on his mind. The former labor union high official and hitman, learned to kill serving in Italy during the Second World War. He now looks back on his life and the hits that defined his mob career, maintaining connections with the Bufalino crime family. In particular, the part he claims to have played in the disappearance of his life-long friend, Jimmy Hoffa, the former president of the International Brotherhood of Teamsters, who mysteriously vanished in late July 1975 at the age of 62."
